record_id,year,quarter,facility_id,region_code,region_name,scope1_proxy_tco2e,method,data_status
EC-2021Q1-001,2021,1,MGB-FAC-001,R04A,CALABARZON,336.59,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-019,2022,1,MGB-FAC-019,R08,Eastern Visayas,485.37,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-020,2022,1,MGB-FAC-020,R13,Caraga,225.68,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-021,2022,1,MGB-FAC-021,R02,Cagayan Valley,2372.84,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-022,2022,1,MGB-FAC-022,R06,Western Visayas,336.39,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-023,2022,1,MGB-FAC-023,R11,Davao Region,546.28,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-024,2022,1,MGB-FAC-024,CAR,Cordillera Administrative Region,1051.13,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-025,2022,1,MGB-FAC-025,MIMAROPA,MIMAROPA Region,155.84,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-026,2022,1,MGB-FAC-026,R09,Zamboanga Peninsula,341.4,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-027,2022,1,MGB-FAC-027,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,442.14,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-028,2022,1,MGB-FAC-028,R03,Central Luzon,1640.87,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-029,2022,1,MGB-FAC-029,R07,Central Visayas,111.32,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-030,2022,1,MGB-FAC-030,R12,SOCCSKSARGEN,309.95,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-031,2022,1,MGB-FAC-031,R01,Ilocos Region,3167.07,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-032,2022,1,MGB-FAC-032,R05,Bicol Region,367.43,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-033,2022,1,MGB-FAC-033,R10,Northern Mindanao,221.08,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-034,2022,1,MGB-FAC-034,NCR,National Capital Region,363.06,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-035,2022,1,MGB-FAC-035,R04A,CALABARZON,4643.41,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q1-036,2022,1,MGB-FAC-036,R08,Eastern Visayas,86.22,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-001,2022,2,MGB-FAC-001,R04A,CALABARZON,524.13,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-002,2022,2,MGB-FAC-002,R08,Eastern Visayas,73.98,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-003,2022,2,MGB-FAC-003,R13,Caraga,5424.98,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-004,2022,2,MGB-FAC-004,R02,Cagayan Valley,425.7,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-005,2022,2,MGB-FAC-005,R06,Western Visayas,249.67,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-006,2022,2,MGB-FAC-006,R11,Davao Region,263.87,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-007,2022,2,MGB-FAC-007,CAR,Cordillera Administrative Region,3027.38,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-008,2022,2,MGB-FAC-008,MIMAROPA,MIMAROPA Region,328.14,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-009,2022,2,MGB-FAC-009,R09,Zamboanga Peninsula,390.61,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-010,2022,2,MGB-FAC-010,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,3731.97,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-011,2022,2,MGB-FAC-011,R03,Central Luzon,195.85,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-012,2022,2,MGB-FAC-012,R07,Central Visayas,184.05,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-013,2022,2,MGB-FAC-013,R12,SOCCSKSARGEN,99.21,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-014,2022,2,MGB-FAC-014,R01,Ilocos Region,3997.32,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-015,2022,2,MGB-FAC-015,R05,Bicol Region,347.68,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-016,2022,2,MGB-FAC-016,R10,Northern Mindanao,330.58,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-017,2022,2,MGB-FAC-017,NCR,National Capital Region,3082.86,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-018,2022,2,MGB-FAC-018,R04A,CALABARZON,229.72,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-019,2022,2,MGB-FAC-019,R08,Eastern Visayas,195.7,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-020,2022,2,MGB-FAC-020,R13,Caraga,252.96,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-021,2022,2,MGB-FAC-021,R02,Cagayan Valley,3396.34,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-022,2022,2,MGB-FAC-022,R06,Western Visayas,205.32,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-023,2022,2,MGB-FAC-023,R11,Davao Region,272.66,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-024,2022,2,MGB-FAC-024,CAR,Cordillera Administrative Region,830.05,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-025,2022,2,MGB-FAC-025,MIMAROPA,MIMAROPA Region,295.44,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-026,2022,2,MGB-FAC-026,R09,Zamboanga Peninsula,272.72,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-027,2022,2,MGB-FAC-027,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,174.27,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-028,2022,2,MGB-FAC-028,R03,Central Luzon,3470.86,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-029,2022,2,MGB-FAC-029,R07,Central Visayas,375.25,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-030,2022,2,MGB-FAC-030,R12,SOCCSKSARGEN,347.65,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-031,2022,2,MGB-FAC-031,R01,Ilocos Region,4898.62,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-032,2022,2,MGB-FAC-032,R05,Bicol Region,98.29,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-033,2022,2,MGB-FAC-033,R10,Northern Mindanao,438.48,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-034,2022,2,MGB-FAC-034,NCR,National Capital Region,325.2,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-035,2022,2,MGB-FAC-035,R04A,CALABARZON,1030.1,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q2-036,2022,2,MGB-FAC-036,R08,Eastern Visayas,371.38,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-001,2022,3,MGB-FAC-001,R04A,CALABARZON,153.22,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-002,2022,3,MGB-FAC-002,R08,Eastern Visayas,423.1,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-003,2022,3,MGB-FAC-003,R13,Caraga,6324.66,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-004,2022,3,MGB-FAC-004,R02,Cagayan Valley,490.49,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-005,2022,3,MGB-FAC-005,R06,Western Visayas,199.26,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-006,2022,3,MGB-FAC-006,R11,Davao Region,198.87,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-007,2022,3,MGB-FAC-007,CAR,Cordillera Administrative Region,4767.15,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-008,2022,3,MGB-FAC-008,MIMAROPA,MIMAROPA Region,432.82,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-009,2022,3,MGB-FAC-009,R09,Zamboanga Peninsula,186.32,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-010,2022,3,MGB-FAC-010,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,4685.31,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-011,2022,3,MGB-FAC-011,R03,Central Luzon,497,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-012,2022,3,MGB-FAC-012,R07,Central Visayas,200.11,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-013,2022,3,MGB-FAC-013,R12,SOCCSKSARGEN,338,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-014,2022,3,MGB-FAC-014,R01,Ilocos Region,3400.98,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-015,2022,3,MGB-FAC-015,R05,Bicol Region,367.97,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-016,2022,3,MGB-FAC-016,R10,Northern Mindanao,213.2,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-017,2022,3,MGB-FAC-017,NCR,National Capital Region,899.01,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-018,2022,3,MGB-FAC-018,R04A,CALABARZON,250.52,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-019,2022,3,MGB-FAC-019,R08,Eastern Visayas,283.99,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-020,2022,3,MGB-FAC-020,R13,Caraga,408.8,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-021,2022,3,MGB-FAC-021,R02,Cagayan Valley,3650.62,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-022,2022,3,MGB-FAC-022,R06,Western Visayas,93.54,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-023,2022,3,MGB-FAC-023,R11,Davao Region,372.3,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-024,2022,3,MGB-FAC-024,CAR,Cordillera Administrative Region,5509.26,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-025,2022,3,MGB-FAC-025,MIMAROPA,MIMAROPA Region,242.42,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-026,2022,3,MGB-FAC-026,R09,Zamboanga Peninsula,222.45,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-027,2022,3,MGB-FAC-027,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,371.13,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-028,2022,3,MGB-FAC-028,R03,Central Luzon,3422.99,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-029,2022,3,MGB-FAC-029,R07,Central Visayas,269.96,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-030,2022,3,MGB-FAC-030,R12,SOCCSKSARGEN,392.75,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-031,2022,3,MGB-FAC-031,R01,Ilocos Region,2054.82,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-032,2022,3,MGB-FAC-032,R05,Bicol Region,511.64,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-033,2022,3,MGB-FAC-033,R10,Northern Mindanao,95.17,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-034,2022,3,MGB-FAC-034,NCR,National Capital Region,80.34,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-035,2022,3,MGB-FAC-035,R04A,CALABARZON,722.61,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q3-036,2022,3,MGB-FAC-036,R08,Eastern Visayas,327.7,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-001,2022,4,MGB-FAC-001,R04A,CALABARZON,435.81,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-002,2022,4,MGB-FAC-002,R08,Eastern Visayas,84.24,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-003,2022,4,MGB-FAC-003,R13,Caraga,5652.64,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-004,2022,4,MGB-FAC-004,R02,Cagayan Valley,267.45,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-005,2022,4,MGB-FAC-005,R06,Western Visayas,88.65,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-006,2022,4,MGB-FAC-006,R11,Davao Region,428.16,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-007,2022,4,MGB-FAC-007,CAR,Cordillera Administrative Region,5240.04,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-008,2022,4,MGB-FAC-008,MIMAROPA,MIMAROPA Region,238.52,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-009,2022,4,MGB-FAC-009,R09,Zamboanga Peninsula,224.86,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-010,2022,4,MGB-FAC-010,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,4085.64,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-011,2022,4,MGB-FAC-011,R03,Central Luzon,420.91,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-012,2022,4,MGB-FAC-012,R07,Central Visayas,61.28,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-013,2022,4,MGB-FAC-013,R12,SOCCSKSARGEN,423.11,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-014,2022,4,MGB-FAC-014,R01,Ilocos Region,5679.86,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-015,2022,4,MGB-FAC-015,R05,Bicol Region,176.83,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-016,2022,4,MGB-FAC-016,R10,Northern Mindanao,75.43,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-017,2022,4,MGB-FAC-017,NCR,National Capital Region,1491.52,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-018,2022,4,MGB-FAC-018,R04A,CALABARZON,246.36,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-019,2022,4,MGB-FAC-019,R08,Eastern Visayas,385.25,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-020,2022,4,MGB-FAC-020,R13,Caraga,159.91,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-021,2022,4,MGB-FAC-021,R02,Cagayan Valley,2271.15,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-022,2022,4,MGB-FAC-022,R06,Western Visayas,443.14,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-023,2022,4,MGB-FAC-023,R11,Davao Region,442.38,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-024,2022,4,MGB-FAC-024,CAR,Cordillera Administrative Region,2826.19,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-025,2022,4,MGB-FAC-025,MIMAROPA,MIMAROPA Region,502.58,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-026,2022,4,MGB-FAC-026,R09,Zamboanga Peninsula,66.16,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-027,2022,4,MGB-FAC-027,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,390.68,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-028,2022,4,MGB-FAC-028,R03,Central Luzon,2489.65,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-029,2022,4,MGB-FAC-029,R07,Central Visayas,248.77,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-030,2022,4,MGB-FAC-030,R12,SOCCSKSARGEN,229.78,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-031,2022,4,MGB-FAC-031,R01,Ilocos Region,2887.92,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-032,2022,4,MGB-FAC-032,R05,Bicol Region,61.39,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-033,2022,4,MGB-FAC-033,R10,Northern Mindanao,66.44,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-034,2022,4,MGB-FAC-034,NCR,National Capital Region,393.75,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-035,2022,4,MGB-FAC-035,R04A,CALABARZON,4628.55,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2022Q4-036,2022,4,MGB-FAC-036,R08,Eastern Visayas,293.33,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-001,2023,1,MGB-FAC-001,R04A,CALABARZON,531.72,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-002,2023,1,MGB-FAC-002,R08,Eastern Visayas,500.51,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-003,2023,1,MGB-FAC-003,R13,Caraga,1214.74,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-004,2023,1,MGB-FAC-004,R02,Cagayan Valley,453.49,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-005,2023,1,MGB-FAC-005,R06,Western Visayas,440.96,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-006,2023,1,MGB-FAC-006,R11,Davao Region,404.95,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-007,2023,1,MGB-FAC-007,CAR,Cordillera Administrative Region,3468.33,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-008,2023,1,MGB-FAC-008,MIMAROPA,MIMAROPA Region,291.78,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-009,2023,1,MGB-FAC-009,R09,Zamboanga Peninsula,357.16,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-010,2023,1,MGB-FAC-010,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,3738.53,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-011,2023,1,MGB-FAC-011,R03,Central Luzon,287.91,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-012,2023,1,MGB-FAC-012,R07,Central Visayas,370.39,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-013,2023,1,MGB-FAC-013,R12,SOCCSKSARGEN,531.24,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-014,2023,1,MGB-FAC-014,R01,Ilocos Region,3339.98,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-015,2023,1,MGB-FAC-015,R05,Bicol Region,173.54,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-016,2023,1,MGB-FAC-016,R10,Northern Mindanao,206.02,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-017,2023,1,MGB-FAC-017,NCR,National Capital Region,5170.78,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-018,2023,1,MGB-FAC-018,R04A,CALABARZON,49.76,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-019,2023,1,MGB-FAC-019,R08,Eastern Visayas,547.85,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-020,2023,1,MGB-FAC-020,R13,Caraga,245.39,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-021,2023,1,MGB-FAC-021,R02,Cagayan Valley,3404.86,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-022,2023,1,MGB-FAC-022,R06,Western Visayas,310.45,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-023,2023,1,MGB-FAC-023,R11,Davao Region,467.87,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-024,2023,1,MGB-FAC-024,CAR,Cordillera Administrative Region,2668.07,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-025,2023,1,MGB-FAC-025,MIMAROPA,MIMAROPA Region,453.57,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-026,2023,1,MGB-FAC-026,R09,Zamboanga Peninsula,190.17,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-027,2023,1,MGB-FAC-027,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,309.04,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-028,2023,1,MGB-FAC-028,R03,Central Luzon,4214.28,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-029,2023,1,MGB-FAC-029,R07,Central Visayas,53.55,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-030,2023,1,MGB-FAC-030,R12,SOCCSKSARGEN,197.61,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-031,2023,1,MGB-FAC-031,R01,Ilocos Region,5694.47,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-032,2023,1,MGB-FAC-032,R05,Bicol Region,501.51,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-033,2023,1,MGB-FAC-033,R10,Northern Mindanao,195.62,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-034,2023,1,MGB-FAC-034,NCR,National Capital Region,87.43,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-035,2023,1,MGB-FAC-035,R04A,CALABARZON,1183.89,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q1-036,2023,1,MGB-FAC-036,R08,Eastern Visayas,33.8,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
EC-2023Q2-001,2023,2,MGB-FAC-001,R04A,CALABARZON,143.62,PoC proxy only: fuel activity × illustrative EF; not official inventory,SYNTHETIC_DERIVED
