record_id,year,facility_id,operator,region_code,region_name,commodity,raw_material_moved_t,disturbed_area_ha,rehabilitated_area_ha,report_basis,source_office,data_status
IAR-2024-016,2024,MGB-FAC-016,Synthetic Mineral Operation 16,R10,Northern Mindanao,Copper concentrate,2095733,182.59,75.2,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-017,2024,MGB-FAC-017,Synthetic Mineral Operation 17,NCR,National Capital Region,Limestone,622303.2,411.44,58,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-018,2024,MGB-FAC-018,Synthetic Mineral Operation 18,R04A,CALABARZON,Silica,1324482.1,629.58,126.93,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-019,2024,MGB-FAC-019,Synthetic Mineral Operation 19,R08,Eastern Visayas,Chromite,750215,313.81,17.34,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-020,2024,MGB-FAC-020,Synthetic Mineral Operation 20,R13,Caraga,Aggregates,1050275.8,303.85,112.57,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-021,2024,MGB-FAC-021,Synthetic Mineral Operation 21,R02,Cagayan Valley,Nickel ore,1244001,747.82,90.85,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-022,2024,MGB-FAC-022,Synthetic Mineral Operation 22,R06,Western Visayas,Gold ore,814430,561.89,94.7,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-023,2024,MGB-FAC-023,Synthetic Mineral Operation 23,R11,Davao Region,Copper concentrate,1414388.5,709.47,178.16,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-024,2024,MGB-FAC-024,Synthetic Mineral Operation 24,CAR,Cordillera Administrative Region,Limestone,984989.1,1073.39,239.35,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-025,2024,MGB-FAC-025,Synthetic Mineral Operation 25,MIMAROPA,MIMAROPA Region,Silica,850037.1,901.22,221.44,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-026,2024,MGB-FAC-026,Synthetic Mineral Operation 26,R09,Zamboanga Peninsula,Chromite,2208439.7,955.33,420.15,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-027,2024,MGB-FAC-027,Synthetic Mineral Operation 27,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,Aggregates,2615532.6,369.2,159.24,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-028,2024,MGB-FAC-028,Synthetic Mineral Operation 28,R03,Central Luzon,Nickel ore,752421.9,339.29,26.95,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-029,2024,MGB-FAC-029,Synthetic Mineral Operation 29,R07,Central Visayas,Gold ore,1966636.3,850.14,275.97,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-030,2024,MGB-FAC-030,Synthetic Mineral Operation 30,R12,SOCCSKSARGEN,Copper concentrate,590826.4,82.76,6.64,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-031,2024,MGB-FAC-031,Synthetic Mineral Operation 31,R01,Ilocos Region,Limestone,1658278.6,575.87,201.75,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-032,2024,MGB-FAC-032,Synthetic Mineral Operation 32,R05,Bicol Region,Silica,2661569,689.55,218.53,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-033,2024,MGB-FAC-033,Synthetic Mineral Operation 33,R10,Northern Mindanao,Chromite,2079318.7,283.38,42.52,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-034,2024,MGB-FAC-034,Synthetic Mineral Operation 34,NCR,National Capital Region,Aggregates,2777504.9,818.73,267.03,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-035,2024,MGB-FAC-035,Synthetic Mineral Operation 35,R04A,CALABARZON,Nickel ore,897515,557.22,143.38,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2024-036,2024,MGB-FAC-036,Synthetic Mineral Operation 36,R08,Eastern Visayas,Gold ore,579846.6,527.93,195.18,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-001,2025,MGB-FAC-001,Synthetic Mineral Operation 01,R04A,CALABARZON,Gold ore,2697908.8,1178.49,323.1,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-002,2025,MGB-FAC-002,Synthetic Mineral Operation 02,R08,Eastern Visayas,Copper concentrate,2647565,898.41,179.9,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-003,2025,MGB-FAC-003,Synthetic Mineral Operation 03,R13,Caraga,Limestone,2739284.6,1061.39,358.98,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-004,2025,MGB-FAC-004,Synthetic Mineral Operation 04,R02,Cagayan Valley,Silica,2783034.8,785.03,127.82,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-005,2025,MGB-FAC-005,Synthetic Mineral Operation 05,R06,Western Visayas,Chromite,2147629,871.76,321.07,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-006,2025,MGB-FAC-006,Synthetic Mineral Operation 06,R11,Davao Region,Aggregates,433478.4,1067.18,255.6,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-007,2025,MGB-FAC-007,Synthetic Mineral Operation 07,CAR,Cordillera Administrative Region,Nickel ore,914122.1,66.3,24.09,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-008,2025,MGB-FAC-008,Synthetic Mineral Operation 08,MIMAROPA,MIMAROPA Region,Gold ore,799595.1,1069.79,434,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-009,2025,MGB-FAC-009,Synthetic Mineral Operation 09,R09,Zamboanga Peninsula,Copper concentrate,1787244.5,429.62,44.42,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-010,2025,MGB-FAC-010,Synthetic Mineral Operation 10,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,Limestone,2733178.7,372.27,67.19,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-011,2025,MGB-FAC-011,Synthetic Mineral Operation 11,R03,Central Luzon,Silica,143645.7,926.21,325.82,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-012,2025,MGB-FAC-012,Synthetic Mineral Operation 12,R07,Central Visayas,Chromite,1697994.8,652.03,252.68,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-013,2025,MGB-FAC-013,Synthetic Mineral Operation 13,R12,SOCCSKSARGEN,Aggregates,1464833.1,811.84,235.2,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-014,2025,MGB-FAC-014,Synthetic Mineral Operation 14,R01,Ilocos Region,Nickel ore,2870775.3,692.73,168.84,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-015,2025,MGB-FAC-015,Synthetic Mineral Operation 15,R05,Bicol Region,Gold ore,2889739,107.7,41.17,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-016,2025,MGB-FAC-016,Synthetic Mineral Operation 16,R10,Northern Mindanao,Copper concentrate,770292.9,905.78,362.18,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-017,2025,MGB-FAC-017,Synthetic Mineral Operation 17,NCR,National Capital Region,Limestone,2536934.1,680.28,258.99,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-018,2025,MGB-FAC-018,Synthetic Mineral Operation 18,R04A,CALABARZON,Silica,1063884.7,684.28,205.91,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-019,2025,MGB-FAC-019,Synthetic Mineral Operation 19,R08,Eastern Visayas,Chromite,1200066.1,379.68,81.11,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-020,2025,MGB-FAC-020,Synthetic Mineral Operation 20,R13,Caraga,Aggregates,1367619.4,172.01,74.76,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-021,2025,MGB-FAC-021,Synthetic Mineral Operation 21,R02,Cagayan Valley,Nickel ore,727847.6,963.3,109.3,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-022,2025,MGB-FAC-022,Synthetic Mineral Operation 22,R06,Western Visayas,Gold ore,1609055.3,18.41,6.2,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-023,2025,MGB-FAC-023,Synthetic Mineral Operation 23,R11,Davao Region,Copper concentrate,1874472.6,625.78,259.35,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-024,2025,MGB-FAC-024,Synthetic Mineral Operation 24,CAR,Cordillera Administrative Region,Limestone,2018830.5,403.31,151.39,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-025,2025,MGB-FAC-025,Synthetic Mineral Operation 25,MIMAROPA,MIMAROPA Region,Silica,2231035.5,904.48,200.69,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-026,2025,MGB-FAC-026,Synthetic Mineral Operation 26,R09,Zamboanga Peninsula,Chromite,1032220.4,943.24,214.18,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-027,2025,MGB-FAC-027,Synthetic Mineral Operation 27,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao,Aggregates,233831.3,958.18,164.91,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-028,2025,MGB-FAC-028,Synthetic Mineral Operation 28,R03,Central Luzon,Nickel ore,85338,181.98,24.38,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-029,2025,MGB-FAC-029,Synthetic Mineral Operation 29,R07,Central Visayas,Gold ore,1665941.2,703.15,72.84,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-030,2025,MGB-FAC-030,Synthetic Mineral Operation 30,R12,SOCCSKSARGEN,Copper concentrate,680530,603.18,201.85,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-031,2025,MGB-FAC-031,Synthetic Mineral Operation 31,R01,Ilocos Region,Limestone,1937843.3,602.35,199.6,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-032,2025,MGB-FAC-032,Synthetic Mineral Operation 32,R05,Bicol Region,Silica,616991.2,784.49,351.49,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-033,2025,MGB-FAC-033,Synthetic Mineral Operation 33,R10,Northern Mindanao,Chromite,191586.9,98.95,37.3,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-034,2025,MGB-FAC-034,Synthetic Mineral Operation 34,NCR,National Capital Region,Aggregates,2741264.1,1025.94,156.29,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-035,2025,MGB-FAC-035,Synthetic Mineral Operation 35,R04A,CALABARZON,Nickel ore,2371623.2,60.1,11.84,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
IAR-2025-036,2025,MGB-FAC-036,Synthetic Mineral Operation 36,R08,Eastern Visayas,Gold ore,2368601.6,90.13,36.58,MGB Form 29-16 / Annual Land Use Format,DENR-MGB,SYNTHETIC_DEMO
