year,region_psgc,region_code,sector,emissions_mtco2e,data_status,method
2020,PH130000000,NCR,Energy,6.106,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH170000000,MIMAROPA,LULUCF,-0.085,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH050000000,V,Energy,1.619,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH050000000,V,Transport,0.677,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH050000000,V,Agriculture,0.627,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH050000000,V,Waste,0.441,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH050000000,V,IPPU,0.299,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH050000000,V,LULUCF,-0.145,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH060000000,VI,Energy,1.837,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH060000000,VI,Transport,0.613,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH060000000,VI,Agriculture,1.283,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH060000000,VI,Waste,0.4,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH060000000,VI,IPPU,0.251,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH060000000,VI,LULUCF,-0.161,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH070000000,VII,Energy,1.872,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH070000000,VII,Transport,0.705,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH070000000,VII,Agriculture,1.062,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH070000000,VII,Waste,0.6,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH070000000,VII,IPPU,0.364,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH070000000,VII,LULUCF,-0.233,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH080000000,VIII,Energy,1.937,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH080000000,VIII,Transport,0.653,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH080000000,VIII,Agriculture,0.847,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH080000000,VIII,Waste,0.462,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH080000000,VIII,IPPU,0.285,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH080000000,VIII,LULUCF,-0.164,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH090000000,IX,Energy,1.705,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH090000000,IX,Transport,0.626,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH090000000,IX,Agriculture,0.837,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH090000000,IX,Waste,0.56,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH090000000,IX,IPPU,0.304,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH090000000,IX,LULUCF,-0.181,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH100000000,X,Energy,1.785,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH100000000,X,Transport,0.707,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH100000000,X,Agriculture,0.901,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH100000000,X,Waste,0.535,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH100000000,X,IPPU,0.29,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH100000000,X,LULUCF,-0.183,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH110000000,XI,Energy,2.052,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH110000000,XI,Transport,0.67,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH110000000,XI,Agriculture,0.785,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH110000000,XI,Waste,0.405,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH110000000,XI,IPPU,0.316,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH110000000,XI,LULUCF,-0.155,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH120000000,XII,Energy,2.187,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH120000000,XII,Transport,0.822,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH120000000,XII,Agriculture,1.711,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH120000000,XII,Waste,0.609,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH120000000,XII,IPPU,0.352,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH120000000,XII,LULUCF,-0.192,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH160000000,XIII,Energy,2.258,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH160000000,XIII,Transport,0.943,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH160000000,XIII,Agriculture,0.912,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH160000000,XIII,Waste,0.57,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH160000000,XIII,IPPU,0.347,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH160000000,XIII,LULUCF,-0.201,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH190000000,BARMM,Energy,0.88,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH190000000,BARMM,Transport,0.319,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH190000000,BARMM,Agriculture,0.73,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH190000000,BARMM,Waste,0.233,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH190000000,BARMM,IPPU,0.174,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2022,PH190000000,BARMM,LULUCF,-0.096,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH130000000,NCR,Energy,7.602,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH130000000,NCR,Transport,3.487,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH130000000,NCR,Agriculture,1.668,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH130000000,NCR,Waste,1.013,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH130000000,NCR,IPPU,0.53,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH130000000,NCR,LULUCF,-0.383,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH140000000,CAR,Energy,0.815,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH140000000,CAR,Transport,0.324,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH140000000,CAR,Agriculture,0.322,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH140000000,CAR,Waste,0.173,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH140000000,CAR,IPPU,0.135,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH140000000,CAR,LULUCF,-0.08,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH010000000,I,Energy,1.146,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH010000000,I,Transport,0.404,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH010000000,I,Agriculture,0.564,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH010000000,I,Waste,0.264,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH010000000,I,IPPU,0.199,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH010000000,I,LULUCF,-0.092,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH020000000,II,Energy,1.343,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH020000000,II,Transport,0.423,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH020000000,II,Agriculture,1.128,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH020000000,II,Waste,0.297,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH020000000,II,IPPU,0.184,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH020000000,II,LULUCF,-0.094,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH030000000,III,Energy,6.467,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH030000000,III,Transport,0.94,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH030000000,III,Agriculture,2.453,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH030000000,III,Waste,0.77,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH030000000,III,IPPU,0.51,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH030000000,III,LULUCF,-0.237,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH040000000,IV-A,Energy,7.559,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH040000000,IV-A,Transport,1.363,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH040000000,IV-A,Agriculture,1.288,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH040000000,IV-A,Waste,0.801,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH040000000,IV-A,IPPU,0.555,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH040000000,IV-A,LULUCF,-0.348,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH170000000,MIMAROPA,Energy,0.815,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH170000000,MIMAROPA,Transport,0.279,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH170000000,MIMAROPA,Agriculture,0.405,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH170000000,MIMAROPA,Waste,0.253,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH170000000,MIMAROPA,IPPU,0.141,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH170000000,MIMAROPA,LULUCF,-0.094,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH050000000,V,Energy,1.675,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH050000000,V,Transport,0.647,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH050000000,V,Agriculture,0.63,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH050000000,V,Waste,0.411,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH050000000,V,IPPU,0.291,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH050000000,V,LULUCF,-0.154,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH060000000,VI,Energy,1.582,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH060000000,VI,Transport,0.671,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH060000000,VI,Agriculture,1.488,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH060000000,VI,Waste,0.412,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH060000000,VI,IPPU,0.3,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH060000000,VI,LULUCF,-0.183,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH070000000,VII,Energy,2.253,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH070000000,VII,Transport,0.764,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH070000000,VII,Agriculture,0.883,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH070000000,VII,Waste,0.535,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH070000000,VII,IPPU,0.322,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH070000000,VII,LULUCF,-0.18,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH080000000,VIII,Energy,1.731,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH080000000,VIII,Transport,0.687,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH080000000,VIII,Agriculture,0.851,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH080000000,VIII,Waste,0.539,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH080000000,VIII,IPPU,0.309,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH080000000,VIII,LULUCF,-0.212,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH090000000,IX,Energy,1.847,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH090000000,IX,Transport,0.639,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH090000000,IX,Agriculture,0.986,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH090000000,IX,Waste,0.468,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH090000000,IX,IPPU,0.333,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH090000000,IX,LULUCF,-0.184,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH100000000,X,Energy,2.237,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH100000000,X,Transport,0.877,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH100000000,X,Agriculture,0.945,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH100000000,X,Waste,0.538,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH100000000,X,IPPU,0.372,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH100000000,X,LULUCF,-0.166,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH110000000,XI,Energy,1.834,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH110000000,XI,Transport,0.642,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH110000000,XI,Agriculture,0.851,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH110000000,XI,Waste,0.509,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH110000000,XI,IPPU,0.313,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH110000000,XI,LULUCF,-0.187,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH120000000,XII,Energy,2.339,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH120000000,XII,Transport,0.956,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH120000000,XII,Agriculture,1.661,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH120000000,XII,Waste,0.592,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH120000000,XII,IPPU,0.389,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH120000000,XII,LULUCF,-0.199,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH160000000,XIII,Energy,2.265,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH160000000,XIII,Transport,0.938,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH160000000,XIII,Agriculture,1.079,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH160000000,XIII,Waste,0.682,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH160000000,XIII,IPPU,0.436,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH160000000,XIII,LULUCF,-0.251,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH190000000,BARMM,Energy,0.875,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH190000000,BARMM,Transport,0.362,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH190000000,BARMM,Agriculture,0.779,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH190000000,BARMM,Waste,0.257,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH190000000,BARMM,IPPU,0.159,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2023,PH190000000,BARMM,LULUCF,-0.105,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH130000000,NCR,Energy,8.103,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH130000000,NCR,Transport,3.476,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH130000000,NCR,Agriculture,1.712,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH130000000,NCR,Waste,0.921,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH130000000,NCR,IPPU,0.604,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH130000000,NCR,LULUCF,-0.33,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH140000000,CAR,Energy,0.885,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH140000000,CAR,Transport,0.278,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH140000000,CAR,Agriculture,0.341,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH140000000,CAR,Waste,0.192,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH140000000,CAR,IPPU,0.13,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH140000000,CAR,LULUCF,-0.08,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH010000000,I,Energy,0.999,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH010000000,I,Transport,0.408,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH010000000,I,Agriculture,0.468,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH010000000,I,Waste,0.266,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH010000000,I,IPPU,0.187,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH010000000,I,LULUCF,-0.112,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH020000000,II,Energy,1.11,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH020000000,II,Transport,0.468,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH020000000,II,Agriculture,0.958,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH020000000,II,Waste,0.347,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH020000000,II,IPPU,0.19,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH020000000,II,LULUCF,-0.138,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH030000000,III,Energy,5.847,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH030000000,III,Transport,1.192,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH030000000,III,Agriculture,2.362,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH030000000,III,Waste,0.828,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH030000000,III,IPPU,0.479,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH030000000,III,LULUCF,-0.291,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH040000000,IV-A,Energy,7.7,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH040000000,IV-A,Transport,1.316,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH040000000,IV-A,Agriculture,1.452,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH040000000,IV-A,Waste,0.971,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH040000000,IV-A,IPPU,0.568,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH040000000,IV-A,LULUCF,-0.291,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH170000000,MIMAROPA,Energy,0.971,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH170000000,MIMAROPA,Transport,0.298,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH170000000,MIMAROPA,Agriculture,0.385,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH170000000,MIMAROPA,Waste,0.231,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH170000000,MIMAROPA,IPPU,0.16,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH170000000,MIMAROPA,LULUCF,-0.083,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH050000000,V,Energy,1.626,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH050000000,V,Transport,0.65,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH050000000,V,Agriculture,0.634,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH050000000,V,Waste,0.463,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH050000000,V,IPPU,0.301,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH050000000,V,LULUCF,-0.133,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH060000000,VI,Energy,1.601,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH060000000,VI,Transport,0.574,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH060000000,VI,Agriculture,1.364,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH060000000,VI,Waste,0.491,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH060000000,VI,IPPU,0.277,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH060000000,VI,LULUCF,-0.166,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH070000000,VII,Energy,2.045,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH070000000,VII,Transport,0.784,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH070000000,VII,Agriculture,1.069,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH070000000,VII,Waste,0.582,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH070000000,VII,IPPU,0.315,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH070000000,VII,LULUCF,-0.224,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH080000000,VIII,Energy,1.92,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH080000000,VIII,Transport,0.77,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH080000000,VIII,Agriculture,0.868,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH080000000,VIII,Waste,0.556,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH080000000,VIII,IPPU,0.277,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH080000000,VIII,LULUCF,-0.165,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH090000000,IX,Energy,1.913,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH090000000,IX,Transport,0.827,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH090000000,IX,Agriculture,0.784,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH090000000,IX,Waste,0.459,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH090000000,IX,IPPU,0.346,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH090000000,IX,LULUCF,-0.207,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH100000000,X,Energy,1.913,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH100000000,X,Transport,0.688,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH100000000,X,Agriculture,1.066,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH100000000,X,Waste,0.57,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH100000000,X,IPPU,0.39,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH100000000,X,LULUCF,-0.189,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH110000000,XI,Energy,1.84,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH110000000,XI,Transport,0.72,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH110000000,XI,Agriculture,0.814,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH110000000,XI,Waste,0.428,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
2024,PH110000000,XI,IPPU,0.332,SYNTHETIC,PoC proxy calibrated to Philippine sector profile; not official inventory
